2018-06-21T03:17:02.466Z - info: Pages built
2018-06-21T03:17:02.713Z - info: Site data built
2018-06-21T03:17:02.759Z - info: Generate Site durationMs=103201
2018-06-21T03:17:03.267Z - info: Serving "C:\repos\nus-cs2103\website-base\_site" at http://127.0.0.1:8080
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\softwareEngineering-printable.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\refactoring.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\testCaseDesign.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\introduction\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architectureDiagrams\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\introduction\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\nTier\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\clientServer\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\transactionProcessing\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\serviceOriented\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\eventDriven\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\more\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\design\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\design\introduction\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\design\introduction\what\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designApproaches\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designApproaches\multilevelDesign\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designApproaches\topDownBottomUp\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designApproaches\agileDesign\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\introduction\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\singleton\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\abstractionOccurrence\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\facade\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\command\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\modelViewController\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\observer\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\introduction\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\goTopDown\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\aimForComprehensibility\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\documentMinimally\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\javaDoc\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\javaDoc\what\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\javaDoc\how\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\markdown\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\markdown\what\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\markdown\how\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\asciiDoc\text.md
2018-06-21T05:23:59.858Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\asciiDoc\what\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designFundamentals\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designFundamentals\abstraction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designFundamentals\coupling\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designFundamentals\cohesion\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\logging\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\designByContract\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gatheringRequirements\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\debugging\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\review\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\intellij\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\junit\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\javaTools\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\modelingStructures\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\modelingStructures\addingMoreInfo\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\modelingStructures\objectDiagrams\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\modelingBehaviors\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\modelingBehaviors\sequenceDiagramsAdvanced\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\modelingBehaviors\useCaseDiagrams\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\modelingASolution\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\objects\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\basic\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\multiplicity\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\dependencies\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\inheritance\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\polymorphism\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\more\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\more\miscellaneous\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopImplementation\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopImplementation\dependencies\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\principles\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\principles\review\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\processModels\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\processModels\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\processModels\exampleProcessModels\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\processModels\more\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\processModels\summary\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\projectPlanning\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\qualityAssurance\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\qualityAssurance\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\qualityAssurance\codeReviews\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\qualityAssurance\staticAnalysis\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\qualityAssurance\formalVerification\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\refactoring\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\requirements\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\apis\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\apis\designingAPIs\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\libraries\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\frameworks\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\platforms\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\cloudComputing\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\revisionControl\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\softwareEngineering\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\softwareEngineering\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\prose\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\featureList\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\userStories\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\useCases\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\glossary\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\supplementaryRequirements\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\teamwork\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\equivalencePartitions\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\boundaryValueAnalysis\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\combiningTestInputs\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\more\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\recap\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\unitTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\integrationTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\systemTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\alphaBetaTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\what\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\developerTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\exploratoryVsScriptedTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\acceptanceTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\regressionTesting\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testAutomation\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testCoverage\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\dependencyInjection\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\tdd\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\tdd\how\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\introduction\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\classes\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associations\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associations\basic\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\dependencies\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associationsAsAttributes\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\enumerations\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\classLevelMembers\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associationClasses\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\composition\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\aggregation\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\classInheritance\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\interfaces\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\abstractClasses\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\sequenceDiagrams\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\objectDiagrams\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\objectDiagrams\associations\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\text.md
2018-06-21T05:23:59.874Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\introduction\text.md
2018-06-21T05:23:59.890Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\introduction\what\text.md
2018-06-21T05:23:59.890Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\basicNotations\text.md
2018-06-21T05:23:59.890Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\notes\text.md
2018-06-21T05:23:59.890Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\miscellaneous\text.md
2018-06-21T05:23:59.921Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\codeQuality\preview.md
2018-06-21T05:23:59.942Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\se-book-adapted\common\exercises.md
2018-06-21T05:23:59.942Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\se-book-adapted\print.md
2018-06-21T05:23:59.942Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\combined\exercises\correctStatementAboutClassObjectSequenceDiagrams.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\combined\exercises\usefulModelToDescribeWorkflow.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\combined\exercises\oddStatementOnProjMgtTools.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\combined\exercises\correctStatementAboutPrinciplesAndPatterns.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\architecture\preview.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\design\preview.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designApproaches\preview.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\preview.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\preview.md
2018-06-21T05:23:59.943Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designFundamentals\preview.md
2018-06-21T05:23:59.944Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\preview.md
2018-06-21T05:23:59.944Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gatheringRequirements\preview.md
2018-06-21T05:23:59.944Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\preview.md
2018-06-21T05:23:59.944Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\preview.md
2018-06-21T05:23:59.944Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\preview.md
2018-06-21T05:23:59.944Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\review\exercises.md
2018-06-21T05:23:59.945Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\review\q-radio-recommendedApproach.md
2018-06-21T05:23:59.945Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\intellij\preview.md
2018-06-21T05:23:59.945Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\junit\preview.md
2018-06-21T05:23:59.945Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\javaTools\preview.md
2018-06-21T05:23:59.945Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\modeling\preview.md
2018-06-21T05:23:59.945Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\preview.md
2018-06-21T05:23:59.945Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\exercises.md
2018-06-21T05:23:59.946Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\q-tick-navigability.md
2018-06-21T05:23:59.946Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\multiplicity\exercises.md
2018-06-21T05:23:59.946Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\multiplicity\q-tick-correctStatement.md
2018-06-21T05:23:59.946Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\exercises.md
2018-06-21T05:23:59.946Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\q-radio-abstractionEncapsulation.md
2018-06-21T05:23:59.946Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\q-radio-fourMainPrinciples.md
2018-06-21T05:23:59.946Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopImplementation\preview.md
2018-06-21T05:23:59.947Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\principles\preview.md
2018-06-21T05:23:59.947Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\principles\review\exercises.md
2018-06-21T05:23:59.947Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\principles\review\q-radio-oddOneOut.md
2018-06-21T05:23:59.947Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\processModels\preview.md
2018-06-21T05:23:59.947Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\projectPlanning\preview.md
2018-06-21T05:23:59.947Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\qualityAssurance\preview.md
2018-06-21T05:23:59.947Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\refactoring\preview.md
2018-06-21T05:23:59.948Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\requirements\preview.md
2018-06-21T05:23:59.948Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\reuse\preview.md
2018-06-21T05:23:59.948Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\revisionControl\preview.md
2018-06-21T05:23:59.948Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\softwareEngineering\preview.md
2018-06-21T05:23:59.948Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\specifyingRequirements\preview.md
